"Run.Num"	"Sample.Bag"	"Date.Time"	"Timestamp"	"HR.Delta.iCH4.Mean"	"HP.Delta.iCH4.Mean"	"Delta.13CO2.Mean"	"HR.12CH4.Mean"	"HR.13CH4.Mean"	"HP.12CH4.Mean"	"HP.13CH4.Mean"	"bag.."	"sample.ID"	"vol.mL"	"Pssim"	"description"	"Date"	"Time"	"HP.CH4.Mean"	"HR.CH4.Mean"	"XCO2.Mean"	"Patm.mbar"	"Date.ID"	"Patm.torr"	"SSIM.dil.factor"	"delta.HP.Delta.iCH4.Mean"	"HP.Delta.iCH4.Mean.corr"	"m.water"	"treatment"	"sample.date"	"sample.depth"	"V.hs.initial"	"sal"	"T.equil"
"184"	8	1	"07/11/16 10:15:51"	1468246455.68952	5.057	-49.446	-861.407	3.531	0.041	3.775	0.041	42	62	5	873	" Mtot = 916.04. Used 25 ml syringe."	"07/11/16"	"10:15:51"	3.816	3.572	805.897	1014.9	28	761.23760177223	4.58726682952906	0	-49.446	899.89	"Bcubi 1x"	"20160706"	1	"0.11"	"34.8"	"0"
"185"	9	1	"07/11/16 10:26:10"	1468247075.73568	-8.406	-47.554	-639.46	4.444	0.05	4.668	0.051	43	63	5	873	" Mtot = 825.98."	"07/11/16"	"10:26:10"	4.719	4.494	127.603	1014.9	28	761.23760177223	4.58726682952906	0	-47.554	809.82	"Bcubi 1x"	"20160706"	1	"0.11"	"34.8"	"0"
"186"	10	1	"07/11/16 10:36:49"	1468247713.47986	8.572	-59.427	-477.043	4.037	0.046	4.36	0.046	43	63	5	873	" Mtot = 825.98."	"07/11/16"	"10:36:49"	4.406	4.083	145.489	1014.9	28	761.23760177223	4.58726682952906	0	-59.427	809.82	"Bcubi 1x"	"20160706"	1	"0.11"	"34.8"	"0"
"187"	11	1	"07/11/16 10:51:03"	1468248567.39813	5.919	-56.856	-1303.409	4.082	0.047	4.383	0.047	45	65	5	872	" Mtot = 901.14. (didnt need to run that)"	"07/11/16"	"10:51:03"	4.43	4.129	27.318	1014.9	28	761.23760177223	4.58201222834976	0	-56.856	885.07	"Bcubi 1x"	"20160706"	1	"0.11"	"34.8"	"0"
"188"	12	1	"07/11/16 11:00:44"	1468249148.72863	-0.414	-53.257	-185.882	3.172	0.036	3.377	0.036	49	64	5	872	" Mtot = 834.15."	"07/11/16"	"11:00:44"	3.413	3.208	115.367	1014.9	28	761.23760177223	4.58201222834976	0	-53.257	817.935	"Bcubi 1x"	"20160706"	1	"0.11"	"34.8"	"0"
"189"	13	1	"07/11/16 11:12:47"	1468249871.79759	-5.23	-53.213	-105.262	3.179	0.036	3.368	0.036	49	64	5	872	" Mtot = 834.15."	"07/11/16"	"11:12:47"	3.404	3.215	124.87	1014.9	28	761.23760177223	4.58201222834976	0	-53.213	817.935	"Bcubi 1x"	"20160706"	1	"0.11"	"34.8"	"0"
"194"	18	1	"07/11/16 12:18:29"	1468253814.08037	-35.638	-38.325	-132.114	8.589	0.094	8.615	0.093	44	66	3	870.5	" Mtot = 961.73."	"07/11/16"	"12:18:29"	8.708	8.683	66.52	1014.9	28	761.23760177223	7.62355054430134	0	-38.325	945.63	"Bcubi 50x"	"20160706"	1	"0.15"	"34.8"	"0"
"195"	19	1	"07/11/16 12:28:37"	1468254422.62241	-34.64	-38.678	-107.672	7.489	0.082	7.526	0.082	44	66	3	870.5	" Mtot = 961.73."	"07/11/16"	"12:28:37"	7.608	7.571	67.466	1014.9	28	761.23760177223	7.62355054430134	0	-38.678	945.63	"Bcubi 50x"	"20160706"	1	"0.15"	"34.8"	"0"
"196"	20	1	"07/11/16 12:40:09"	1468255114.14914	-34.388	-39.111	-88.1	7.491	0.082	7.533	0.082	44	66	3	870.5	" Mtot = 961.73."	"07/11/16"	"12:40:09"	7.615	7.573	74.496	1014.9	28	761.23760177223	7.62355054430134	0	-39.111	945.63	"Bcubi 50x"	"20160706"	1	"0.15"	"34.8"	"0"
"197"	21	1	"07/11/16 12:56:07"	1468256071.5638	-22.553	9999999	-169.468	225.329	2.486	199.105	9999999	47	72	3	870	" Mtot = 921.89.  (woops this is 500 x)."	"07/11/16"	"12:56:07"	10000198.105	227.815	66.874	1014.9	28	761.23760177223	7.61917170998526	0	9999999	905.675	"Bcubi 500x"	"20160706"	1	"0.10"	"34.8"	"0"
"199"	23	1	"07/11/16 13:21:01"	1468257566.26708	-32.964	-38.939	-126.995	8.043	0.088	8.112	0.088	48	68	3	869	" Mtot = 890.51."	"07/11/16"	"13:21:01"	8.2	8.131	82.212	1014.9	28	761.23760177223	7.61041404135309	0	-38.939	874.295	"Bcubi 50x"	"20160706"	1	"0.15"	"34.8"	"0"
"200"	24	1	"07/11/16 13:31:19"	1468258183.90395	-34.622	-38.385	-205.226	7.99	0.087	8.034	0.087	48	68	3	869	" Mtot = 890.51."	"07/11/16"	"13:31:19"	8.121	8.077	91.653	1014.9	28	761.23760177223	7.61041404135309	0	-38.385	874.295	"Bcubi 50x"	"20160706"	1	"0.15"	"34.8"	"0"
"201"	25	1	"07/11/16 13:44:35"	1468258980.09196	-35.226	-38.096	-259.799	8.678	0.095	8.711	0.095	46	67	3	869	" Mtot = 889.83."	"07/11/16"	"13:44:35"	8.806	8.773	94.535	1014.9	28	761.23760177223	7.61041404135309	0	-38.096	873.615	"Bcubi 50x"	"20160706"	1	"0.15"	"34.8"	"0"
"202"	26	1	"07/11/16 13:55:22"	1468259626.64119	-34.899	-38.244	-115.483	8.508	0.093	8.545	0.093	46	67	3	869	" Mtot = 889.83."	"07/11/16"	"13:55:22"	8.638	8.601	83.277	1014.9	28	761.23760177223	7.61041404135309	0	-38.244	873.615	"Bcubi 50x"	"20160706"	1	"0.15"	"34.8"	"0"
"210"	34	1	"07/11/16 15:33:52"	1468265537.07014	-22.693	9999999	-143.942	77.984	0.858	62.422	9999999	19	70	1	867	" Mtot = 908.21."	"07/11/16"	"15:33:52"	10000061.422	78.842	26.842	1014.9	28	761.23760177223	22.7786961122663	0	9999999	892.11	"Bcubi 500x"	"20160706"	1	"0.10"	"34.8"	"0"
"211"	35	1	"07/11/16 15:44:12"	1468266156.44436	-22.67	9999999	-143.131	77.363	0.852	53.392	9999999	19	70	1	867	" Mtot = 908.21."	"07/11/16"	"15:44:12"	10000052.392	78.215	26.977	1014.9	28	761.23760177223	22.7786961122663	0	9999999	892.11	"Bcubi 500x"	"20160706"	1	"0.10"	"34.8"	"0"
"212"	36	1	"07/11/16 15:55:27"	1468266830.90714	-22.678	9999999	-138.301	77.642	0.855	58.06	9999999	40	71	1	867	" Mtot = 882.03."	"07/11/16"	"15:55:27"	10000057.06	78.497	25.193	1014.9	28	761.23760177223	22.7786961122663	0	9999999	865.75	"Bcubi 500x"	"20160706"	1	"0.10"	"34.8"	"0"
"213"	37	1	"07/11/16 16:06:14"	1468267478.95297	-22.699	9999999	-165.733	77.989	0.858	56.072	9999999	40	71	1	867	" Mtot = 882.03."	"07/11/16"	"16:06:14"	10000055.072	78.847	27.975	1014.9	28	761.23760177223	22.7786961122663	0	9999999	865.75	"Bcubi 500x"	"20160706"	1	"0.10"	"34.8"	"0"
"214"	38	1	"07/11/16 16:17:28"	1468268151.97148	-22.71	9999999	-161.857	72.53	0.798	57.194	9999999	47	72	1	867	" Mtot = 921.89."	"07/11/16"	"16:17:28"	10000056.194	73.328	26.285	1014.9	28	761.23760177223	22.7786961122663	0	9999999	905.675	"Bcubi 500x"	"20160706"	1	"0.10"	"34.8"	"0"
"215"	39	1	"07/11/16 16:29:03"	1468268847.85884	-22.753	9999999	-158.858	73.587	0.81	59.619	9999999	47	72	1	867	" Mtot = 921.89."	"07/11/16"	"16:29:03"	10000058.619	74.397	25.492	1014.9	28	761.23760177223	22.7786961122663	0	9999999	905.675	"Bcubi 500x"	"20160706"	1	"0.10"	"34.8"	"0"
