"date"	"Date.ID.ppm"	"b.ppm"	"b.sd.ppm"	"m.ppm"	"m.sd.ppm"	"covar.mb.ppm"	"r.sqrd.ppm"	"Date.ID.delta"	"b.delta"	"b.sd.delta"	"m.delta"	"m.sd.delta"	"covar.mb.delta"	"r.sqrd.delta"
"1"	"stds.JulAug.HP"	"23.5"	"-0.300153437309057"	"0.0446471570494621"	"1.04687295603158"	"0.00667073507016367"	"-0.000246609269660892"	"0.994468143990299"	"23.5"	"-5.97508431474982"	"0.805855400971967"	"0.859950076018265"	"0.0197801409302526"	"0.0158440103602429"	"0.941707311122609"
"2"	"07/07/16"	"25"	"-0.353608866312413"	"0.0914274183771966"	"1.06377886477064"	"0.0158166614361176"	"-0.00119531003666181"	"0.996255905926381"	"25"	"-9.21958810726501"	"1.61017005438323"	"0.804924010617806"	"0.0417919170356111"	"0.0670972225089096"	"0.956180865882272"
"3"	"07/08/16"	"26"	"-0.285730814668739"	"0.0438564876362698"	"1.0540726326108"	"0.00623413561437983"	"-0.000234101490438465"	"0.999615375425967"	"26"	"-4.52993232324835"	"2.33878727835915"	"0.909259966131825"	"0.057593341820453"	"0.134418335532073"	"0.957732614926313"
"4"	"07/10/16"	"27"	"-0.274531720545844"	"0.0309401336443958"	"1.02836139002151"	"0.00432919870605376"	"-0.000114860110663575"	"0.99985824057859"	"27"	"-4.4810310889579"	"1.23005123444595"	"0.902447827423272"	"0.0300831388748368"	"0.0369229009829143"	"0.991188530453228"
"5"	"07/11/16"	"28"	"-0.259419460349279"	"0.138989329660065"	"1.00590853506863"	"0.019789429700653"	"-0.00239833918941027"	"0.997683173727787"	"28"	"-6.39350302203219"	"3.34799710642975"	"0.844678118192414"	"0.0800768171520039"	"0.267519947321448"	"0.96529815347029"
"6"	"07/13/16"	"30"	"-0.486118928575858"	"0.231751308908154"	"1.02226435746447"	"0.0328443872241409"	"-0.00653760744369433"	"0.989782709243127"	"30"	"14.2535234265564"	"3.82573163474437"	"1.31609680510642"	"0.0906846288050242"	"0.346608475893683"	"0.954674060764683"
"7"	"07/14/16"	"31"	"-0.376631070342343"	"0.110573318756631"	"1.03659029980134"	"0.0156654940227007"	"-0.00150457231715021"	"0.997948721420137"	"31"	"-11.3537813021315"	"1.19595746965534"	"0.738395356365111"	"0.0296574991066132"	"0.0353466894427535"	"0.985688883847495"
"8"	"07/20/16"	"34"	"-0.278558739298776"	"0.0522891891115647"	"1.06094133127308"	"0.00842514760630203"	"-0.000348308216247054"	"0.999369770819031"	"34"	"-4.69289168049021"	"0.456622947009426"	"0.883246289616188"	"0.0111431761625089"	"0.00507608492953828"	"0.999363735157729"
"9"	"07/21/16"	"35"	"-0.434357468610469"	"0.264564368861664"	"1.06569743060506"	"0.037928878627974"	"-0.00846084826971315"	"0.986257829968992"	"34"	"-4.69289168049021"	"0.456622947009426"	"0.883246289616188"	"0.0111431761625089"	"0.00507608492953828"	"0.999363735157729"
"10"	"08/01/16"	"37"	"-0.0907658144839179"	"0.0920806188153762"	"1.0254641761892"	"0.0134082092142052"	"-0.00101525403576709"	"0.998634168961406"	"41"	"-3.51853835564807"	"1.26552658585497"	"0.891277886875063"	"0.0316008244512003"	"0.0391045515974703"	"0.990043315485523"
"11"	"08/02/16"	"38"	"-0.178070452078522"	"0.0261599345618043"	"1.05589918379319"	"0.00336344051197108"	"-6.58796952537189e-05"	"0.999979707115857"	"41"	"-3.51853835564807"	"1.26552658585497"	"0.891277886875063"	"0.0316008244512003"	"0.0391045515974703"	"0.990043315485523"
"12"	"08/03/16"	"38"	"-0.178070452078522"	"0.0261599345618043"	"1.05589918379319"	"0.00336344051197108"	"-6.58796952537189e-05"	"0.999979707115857"	"41"	"-3.51853835564807"	"1.26552658585497"	"0.891277886875063"	"0.0316008244512003"	"0.0391045515974703"	"0.990043315485523"
"13"	"08/04/16"	"40"	"-0.141966961270563"	"0.00919464895490146"	"1.06068105410277"	"0.00156961075584938"	"-8.75696720698442e-06"	"0.999989050871361"	"41"	"-3.51853835564807"	"1.26552658585497"	"0.891277886875063"	"0.0316008244512003"	"0.0391045515974703"	"0.990043315485523"
"14"	"08/11/16"	"41"	"-0.412309353152051"	"0.120060490974649"	"1.10538649554665"	"0.0186237520862797"	"-0.001904382444809"	"0.997734255550138"	"41"	"-3.51853835564807"	"1.26552658585497"	"0.891277886875063"	"0.0316008244512003"	"0.0391045515974703"	"0.990043315485523"
"15"	"08/22/16"	"42"	"-0.326921820743053"	"0.211934569993641"	"1.06842596840275"	"0.0321917027089347"	"-0.0057935707766834"	"0.992789816344067"	"42"	"-3.88290857788018"	"0.78072793937736"	"0.90513120586314"	"0.019995007365791"	"0.0152551807933759"	"0.996111179817552"
