"Run.Num"	"Sample.Bag"	"Date.Time"	"Timestamp"	"HR.Delta.iCH4.Mean"	"HP.Delta.iCH4.Mean"	"Delta.13CO2.Mean"	"HR.12CH4.Mean"	"HR.13CH4.Mean"	"HP.12CH4.Mean"	"HP.13CH4.Mean"	"bag.."	"sample.ID"	"vol.mL"	"Pssim"	"description"	"Date"	"Time"	"Timestamp.cor"	"HP.CH4.Mean"	"HR.CH4.Mean"	"XCO2.Mean"	"Patm.mbar"	"Date.ID"	"Patm.torr"	"SSIM.dil.factor"	"delta.HP.Delta.iCH4.Mean"	"HP.Delta.iCH4.Mean.corr"	"cali.date"	"m.water"	"treatment"	"sample.date"	"sample.depth"	"T.equil"	"V.hs.initial"	"sal"
"374"	17	1	"04/17/16 13:25:15"	1460899414.9219	-64.97	-45.935	-7.94	1.004	0.011	1.042	0.011	10	10	10	838	" mtotal=695.33. Pssim=838.0 Torr."	"04/17/16"	"13:25:15"	1460899414.9219	1.053	1.015	274.419	1028.31	9	771.295928937237	2.17296622103185	3.20413137203873	-49.1391313720387	"04/17/16"	679.03	"0.1x"	"20160407"	6.5	0	0.1	34.695
"375"	18	1	"04/17/16 13:37:06"	1460900126.25731	-66.219	-45.397	-7.647	1.142	0.012	1.185	0.013	13	13	10	838	" mtotal=815.18. "	"04/17/16"	"13:37:06"	1460900126.25731	1.198	1.154	267.274	1028.31	9	771.295928937237	2.17296622103185	2.93966032562882	-48.3366603256288	"04/17/16"	799.06	"0.1x"	"20160407"	5	0	0.1	34.695
"376"	19	1	"04/17/16 13:47:07"	1460900727.22355	-63.099	-44.643	-7.928	1.156	0.012	1.2	0.013	13	13	10	838	" mtotal=815.18. "	"04/17/16"	"13:47:07"	1460900727.22355	1.213	1.168	274.521	1028.31	9	771.295928937237	2.17296622103185	2.91415190857808	-47.5571519085781	"04/17/16"	799.06	"0.1x"	"20160407"	5	0	0.1	34.695
"377"	20	1	"04/17/16 13:57:49"	1460901368.72138	-61.937	-45.495	-8.402	1.192	0.013	1.223	0.013	16	16	10	838	" mtotal=863.13. Pssim=837.7 Torr."	"04/17/16"	"13:57:49"	1460901368.72138	1.236	1.205	266.735	1028.31	9	771.295928937237	2.17296622103185	2.87564526397723	-48.3706452639772	"04/17/16"	846.95	"0.1x"	"20160407"	3.5	0	0.1	34.695
"378"	21	1	"04/17/16 14:07:42"	1460901962.38057	-60.209	-46.432	-8.72	1.202	0.013	1.236	0.013	16	16	10	838	" mtotal=863.13. "	"04/17/16"	"14:07:42"	1460901962.38057	1.249	1.215	271.57	1028.31	9	771.295928937237	2.17296622103185	2.85419637615595	-49.2861963761559	"04/17/16"	846.95	"0.1x"	"20160407"	3.5	0	0.1	34.695
"379"	22	1	"04/17/16 14:18:38"	1460902617.50751	-64.833	-45.029	-7.733	1.148	0.012	1.196	0.013	19	19	10	837	" mtotal=820.98. Pssim=837.2 Torr."	"04/17/16"	"14:18:38"	1460902617.50751	1.209	1.16	268.303	1028.31	9	771.295928937237	2.17037318258193	2.92092317815306	-47.9499231781531	"04/17/16"	804.88	"0.1x"	"20160407"	2	0	0.1	34.695
"380"	23	1	"04/17/16 14:29:22"	1460903262.20852	-69.486	-45.26	-7.65	1.127	0.012	1.183	0.013	19	19	10	837	" mtotal=820.98."	"04/17/16"	"14:29:22"	1460903262.20852	1.196	1.139	268.623	1028.31	9	771.295928937237	2.17037318258193	2.9430855561667	-48.2030855561667	"04/17/16"	804.88	"0.1x"	"20160407"	2	0	0.1	34.695
"381"	24	1	"04/17/16 14:42:38"	1460904058.13295	-75.258	-43.689	-7.42	0.913	0.01	0.97	0.011	22	22	10	837	" mtotal=850.97. Pssim=836.7 Torr. opened valve a little late."	"04/17/16"	"14:42:38"	1460904058.13295	0.981	0.923	265.569	1028.31	9	771.295928937237	2.17037318258193	3.34932477980439	-47.0383247798044	"04/17/16"	834.78	"0.1x"	"20160407"	1	0	0.1	34.695
"382"	25	1	"04/17/16 14:52:52"	1460904672.85825	-71.602	-43.357	-7.722	0.905	0.01	0.956	0.011	22	22	10	837	" mtotal=850.97. "	"04/17/16"	"14:52:52"	1460904672.85825	0.967	0.915	262.325	1028.31	9	771.295928937237	2.17037318258193	3.37879140623413	-46.7357914062341	"04/17/16"	834.78	"0.1x"	"20160407"	1	0	0.1	34.695
"396"	39	1	"04/17/16 17:37:23"	1460914543.48614	-38.915	-39.391	-10.348	9.699	0.105	9.699	0.105	8	8	3	837	" mtotal=924.5. Pssim=836.7 Torr. 10mL glass syringe used for subsequent injections."	"04/17/16"	"17:37:23"	1460914543.48614	9.804	9.804	161.141	1028.31	9	771.295928937237	7.23457727527311	0	-39.391	"04/17/16"	908.2	"50x EL"	"20160407"	1.5	0	0.15	36.0333
"397"	40	1	"04/17/16 17:47:26"	1460915145.42964	-39.594	-40.021	-9.295	9.588	0.104	9.589	0.104	8	8	3	837	" mtotal=924.5. "	"04/17/16"	"17:47:26"	1460915145.42964	9.693	9.692	152.441	1028.31	9	771.295928937237	7.23457727527311	0	-40.021	"04/17/16"	908.2	"50x EL"	"20160407"	1.5	0	0.15	36.0333
"398"	41	1	"04/17/16 17:57:36"	1460915756.67905	-37.057	-36.814	-9.373	9.284	0.101	9.293	0.101	11	11	3	837	"  mtotal=820.85. Pssim=836.6 Torr."	"04/17/16"	"17:57:36"	1460915756.67905	9.394	9.385	134.774	1028.31	9	771.295928937237	7.23457727527311	0	-36.814	"04/17/16"	804.73	"50x"	"20160407"	6.5	0	0.15	34.695
"399"	42	1	"04/17/16 18:07:27"	1460916346.79786	-37.528	-36.889	-9.419	8.979	0.098	8.994	0.098	11	11	3	837	" mtotal=820.85. "	"04/17/16"	"18:07:27"	1460916346.79786	9.092	9.077	133.276	1028.31	9	771.295928937237	7.23457727527311	0	-36.889	"04/17/16"	804.73	"50x"	"20160407"	6.5	0	0.15	34.695
"400"	43	1	"04/17/16 18:17:32"	1460916951.3841	-37.441	-37.04	-9.755	9.009	0.099	9.023	0.098	11	11	3	837	" mtotal=820.85. "	"04/17/16"	"18:17:32"	1460916951.3841	9.121	9.108	132.309	1028.31	9	771.295928937237	7.23457727527311	0	-37.04	"04/17/16"	804.73	"50x"	"20160407"	6.5	0	0.15	34.695
"401"	44	1	"04/17/16 18:27:43"	1460917563.07865	-37.364	-36.785	-9.253	9.428	0.103	9.447	0.103	14	14	3	837	" mtotal=778.22. Pssim=836.5 Torr."	"04/17/16"	"18:27:43"	1460917563.07865	9.55	9.531	123.682	1028.31	9	771.295928937237	7.23457727527311	0	-36.785	"04/17/16"	762.1	"50x"	"20160407"	5	0	0.15	34.695
"403"	46	1	"04/17/16 18:48:37"	1460918816.38356	-37.558	-36.764	-9.491	9.334	0.103	9.357	0.103	14	14	3	837	" mtotal=778.22."	"04/17/16"	"18:48:37"	1460918816.38356	9.46	9.437	120.798	1028.31	9	771.295928937237	7.23457727527311	0	-36.764	"04/17/16"	762.1	"50x"	"20160407"	5	0	0.15	34.695
"404"	47	1	"04/17/16 18:59:24"	1460919464.34762	-37.468	-36.599	-9.084	8.64	0.095	8.662	0.095	17	17	3	837	" mtotal=892.68. Pssim=836.5 Torr."	"04/17/16"	"18:59:24"	1460919464.34762	8.757	8.735	117.309	1028.31	9	771.295928937237	7.23457727527311	0	-36.599	"04/17/16"	876.49	"50x"	"20160407"	3.5	0	0.15	34.695
"405"	48	1	"04/17/16 19:09:59"	1460920098.72146	-37.58	-36.517	-8.183	8.803	0.097	8.83	0.097	17	17	3	837	" mtotal=892.68."	"04/17/16"	"19:09:59"	1460920098.72146	8.927	8.9	117.173	1028.31	9	771.295928937237	7.23457727527311	0	-36.517	"04/17/16"	876.49	"50x"	"20160407"	3.5	0	0.15	34.695
"406"	49	1	"04/17/16 19:20:37"	1460920736.51827	-37.679	-36.577	-9.362	8.249	0.091	8.271	0.091	20	20	3	836	" mtotal=830.48. "	"04/17/16"	"19:20:37"	1460920736.51827	8.362	8.34	121.15	1028.31	9	771.295928937237	7.22593381377338	0	-36.577	"04/17/16"	814.22	"50x"	"20160407"	2	0	0.15	34.695
"407"	50	1	"04/17/16 19:30:35"	1460921335.39902	-37.472	-36.762	-8.814	8.301	0.091	8.318	0.091	20	20	3	836	" mtotal=830.48. Pssim=836.3 Torr."	"04/17/16"	"19:30:35"	1460921335.39902	8.409	8.392	118.287	1028.31	9	771.295928937237	7.22593381377338	0	-36.762	"04/17/16"	814.22	"50x"	"20160407"	2	0	0.15	34.695
"417"	60	1	"04/17/16 21:51:28"	1460929787.35403	-39.737	-39.767	-9.834	4.258	0.046	4.264	0.046	26	26	5	836	" mtotal=872.42. Pssim=835.9 Torr."	"04/17/16"	"21:51:28"	1460929787.35403	4.31	4.304	180.677	1028.31	9	771.295928937237	4.33556028826403	0	-39.767	"04/17/16"	856.2	"ambient"	"20160409"	1	0	0.11	34.81692308
"418"	61	1	"04/17/16 22:01:47"	1460930407.35414	-40.135	-39.818	-9.591	4.25	0.046	4.261	0.046	26	26	5	836	" mtotal=872.42."	"04/17/16"	"22:01:47"	1460930407.35414	4.307	4.296	184.598	1028.31	9	771.295928937237	4.33556028826403	0	-39.818	"04/17/16"	856.2	"ambient"	"20160409"	1	0	0.11	34.81692308
"419"	62	1	"04/17/16 22:11:53"	1460931013.78917	-39.989	-39.08	-9.508	4.416	0.048	4.427	0.048	29	29	5	836	" mtotal=755.10. Pssim=835.7 Torr."	"04/17/16"	"22:11:53"	1460931013.78917	4.475	4.464	182.088	1028.31	9	771.295928937237	4.33556028826403	0	-39.08	"04/17/16"	738.82	"ambient"	"20160409"	2	0	0.11	34.81692308
"420"	63	1	"04/17/16 22:21:48"	1460931607.84866	-40.048	-39.059	-9.967	4.398	0.048	4.415	0.048	29	29	5	836	" mtotal=755.10. "	"04/17/16"	"22:21:48"	1460931607.84866	4.463	4.446	182.753	1028.31	9	771.295928937237	4.33556028826403	0	-39.059	"04/17/16"	738.82	"ambient"	"20160409"	2	0	0.11	34.81692308
"421"	64	1	"04/17/16 22:31:52"	1460932212.16433	-39.77	-39.064	-9.451	4.483	0.049	4.499	0.049	33	33	5	836	" mtotal=729.12. Pssim=835.8 Torr."	"04/17/16"	"22:31:52"	1460932212.16433	4.548	4.532	181.62	1028.31	9	771.295928937237	4.33556028826403	0	-39.064	"04/17/16"	712.96	"ambient"	"20160409"	3.5	0	0.11	34.81692308
"422"	65	1	"04/17/16 22:41:57"	1460932817.14559	-39.229	-38.32	-9.88	4.444	0.048	4.46	0.049	33	33	5	836	" mtotal=729.12."	"04/17/16"	"22:41:57"	1460932817.14559	4.509	4.492	179.615	1028.31	9	771.295928937237	4.33556028826403	0	-38.32	"04/17/16"	712.96	"ambient"	"20160409"	3.5	0	0.11	34.81692308
"423"	66	1	"04/17/16 22:52:34"	1460933454.0196	-40.492	-39.885	-10.176	4.535	0.049	4.552	0.049	37	37	5	836	" mtotal=740.40. Pssim=836.0 Torr."	"04/17/16"	"22:52:34"	1460933454.0196	4.601	4.584	194.063	1028.31	9	771.295928937237	4.33556028826403	0	-39.885	"04/17/16"	724.28	"ambient"	"20160409"	6.5	0	0.11	34.81692308
"424"	67	1	"04/17/16 23:02:59"	1460934079.32841	-40.825	-39.652	-9.866	4.424	0.048	4.446	0.048	37	37	5	836	" mtotal=740.40."	"04/17/16"	"23:02:59"	1460934079.32841	4.494	4.472	196.199	1028.31	9	771.295928937237	4.33556028826403	0	-39.652	"04/17/16"	724.28	"ambient"	"20160409"	6.5	0	0.11	34.81692308
"443"	15	1	"04/18/16 11:16:40"	1460978099.7129	-22.413	9999999	-24.16	82.574	0.907	53.99	9999999	27	27	1	835	" mtotal=755.23. Pssim=834.6 Torr. 1mL glass syringe."	"04/18/16"	"11:16:40"	1460978099.7129	10000052.99	83.481	26.014	1025.71	10	769.345768562217	21.7067548590143	0	9999999	"04/18/16"	738.98	"500x Peri"	"20160409"	1	0	0.1	34.81692308
"444"	16	1	"04/18/16 11:27:11"	1460978731.07606	-22.434	9999999	-25.556	80.611	0.886	63.807	9999999	27	27	1	835	" mtotal=755.23. 1mL glass syringe."	"04/18/16"	"11:27:11"	1460978731.07606	10000062.807	81.497	25.668	1025.71	10	769.345768562217	21.7067548590143	0	9999999	"04/18/16"	738.98	"500x Peri"	"20160409"	1	0	0.1	34.81692308
"445"	17	1	"04/18/16 11:37:11"	1460979330.86592	-21.833	9999999	-16.791	82.422	0.906	66.795	9999999	27	27	1	834	" mtotal=755.23. 10mL glass syringe. to test if 1mL syringe was contaminated."	"04/18/16"	"11:37:11"	1460979330.86592	10000065.795	83.328	60.701	1025.71	10	769.345768562217	21.6807587454107	0	9999999	"04/18/16"	738.98	"500x Peri"	"20160409"	1	0	0.1	34.81692308
"446"	18	1	"04/18/16 11:47:47"	1460979966.35962	-22.348	9999999	-27.129	90.69	0.996	59.925	9999999	30	30	1	834	" mtotal=494.79 from here 1mL syringe was used for further injections."	"04/18/16"	"11:47:47"	1460979966.35962	10000058.925	91.686	27.041	1025.71	10	769.345768562217	21.6807587454107	0	9999999	"04/18/16"	478.57	"500x Peri"	"20160409"	2	0	0.1	34.81692308
"447"	19	1	"04/18/16 11:58:32"	1460980612.18325	-22.411	9999999	-27.362	90.268	0.992	70.647	9999999	30	30	1	834	" mtotal=494.79. Pssim=834.1 Torr. "	"04/18/16"	"11:58:32"	1460980612.18325	10000069.647	91.26	26.016	1025.71	10	769.345768562217	21.6807587454107	0	9999999	"04/18/16"	478.57	"500x Peri"	"20160409"	2	0	0.1	34.81692308
"448"	20	1	"04/18/16 12:09:01"	1460981241.38944	-22.387	9999999	-24.832	76.123	0.837	51.951	9999999	34	34	1	834	" mtotal=477.33. Pssim=834.3 Torr. "	"04/18/16"	"12:09:01"	1460981241.38944	10000050.951	76.96	27.082	1025.71	10	769.345768562217	21.6807587454107	0	9999999	"04/18/16"	461.22	"500x Peri"	"20160409"	3.5	0	0.1	34.81692308
"449"	21	1	"04/18/16 12:19:20"	1460981860.1392	-22.425	9999999	-21.845	75.845	0.833	52.172	9999999	34	34	1	834	" mtotal=477.33. "	"04/18/16"	"12:19:20"	1460981860.1392	10000051.172	76.678	26.372	1025.71	10	769.345768562217	21.6807587454107	0	9999999	"04/18/16"	461.22	"500x Peri"	"20160409"	3.5	0	0.1	34.81692308
"450"	22	1	"04/18/16 12:29:28"	1460982467.95657	-22.425	9999999	-21.532	81.794	0.899	66.495	9999999	38	38	1	834	" mtotal=762.58. Pssim=834.3 Torr."	"04/18/16"	"12:29:28"	1460982467.95657	10000065.495	82.693	29.65	1025.71	10	769.345768562217	21.6807587454107	0	9999999	"04/18/16"	746.51	"500x Peri"	"20160409"	6.5	0	0.1	34.81692308
"451"	23	1	"04/18/16 12:39:52"	1460983092.12899	-22.433	9999999	-23.586	81.783	0.899	63.371	9999999	38	38	1	834	" mtotal=762.58. "	"04/18/16"	"12:39:52"	1460983092.12899	10000062.371	82.682	29.957	1025.71	10	769.345768562217	21.6807587454107	0	9999999	"04/18/16"	746.51	"500x Peri"	"20160409"	6.5	0	0.1	34.81692308
"452"	24	1	"04/18/16 12:50:05"	1460983705.20437	-22.42	9999999	-28.141	74.44	0.818	55.194	9999999	25	25	1	834	" mtotal=1020.11. Pssim=834.2 Torr."	"04/18/16"	"12:50:05"	1460983705.20437	10000054.194	75.258	25.949	1025.71	10	769.345768562217	21.6807587454107	0	9999999	"04/18/16"	1003.79	"500x Subm"	"20160409"	1	0	0.1	34.81692308
"453"	25	1	"04/18/16 13:00:17"	1460984316.89215	-22.47	9999999	-23.944	74.619	0.82	60.455	9999999	25	25	1	834	" mtotal=1020.11. "	"04/18/16"	"13:00:17"	1460984316.89215	10000059.455	75.439	26.29	1025.71	10	769.345768562217	21.6807587454107	0	9999999	"04/18/16"	1003.79	"500x Subm"	"20160409"	1	0	0.1	34.81692308
"454"	26	1	"04/18/16 13:10:11"	1460984911.82692	-22.386	9999999	-26.126	76.811	0.844	55.753	9999999	28	28	1	832	" mtotal=928.88. Pssim=832.4 Torr."	"04/18/16"	"13:10:11"	1460984911.82692	10000054.753	77.655	26.068	1025.71	10	769.345768562217	21.6287665182035	0	9999999	"04/18/16"	912.59	"500x Subm"	"20160409"	2	0	0.1	34.81692308
"455"	27	1	"04/18/16 13:21:03"	1460985562.72131	-22.463	9999999	-27.679	76.798	0.844	53.109	9999999	28	28	1	833	" mtotal=928.88. "	"04/18/16"	"13:21:03"	1460985562.72131	10000052.109	77.642	26.258	1025.71	10	769.345768562217	21.6547626318071	0	9999999	"04/18/16"	912.59	"500x Subm"	"20160409"	2	0	0.1	34.81692308
"456"	28	1	"04/18/16 13:33:58"	1460986337.68447	-22.395	9999999	-26.368	79.982	0.879	55.691	9999999	32	32	1	834	" mtotal=850.32. Pssim=833.8 Torr."	"04/18/16"	"13:33:58"	1460986337.68447	10000054.691	80.861	26.737	1025.71	10	769.345768562217	21.6807587454107	0	9999999	"04/18/16"	834.17	"500x Subm"	"20160409"	3.5	0	0.1	34.81692308
"457"	29	1	"04/18/16 14:38:56"	1460990236.3499	-22.491	9999999	-24.957	77.551	0.852	49.305	9999999	32	32	1	834	" mtotal=850.32. Pssim=833.9 Torr. about 1 hour since last measurement."	"04/18/16"	"14:38:56"	1460990236.3499	10000048.305	78.403	27.233	1025.71	10	769.345768562217	21.6807587454107	0	9999999	"04/18/16"	834.17	"500x Subm"	"20160409"	3.5	0	0.1	34.81692308
"458"	30	1	"04/18/16 14:49:23"	1460990863.03327	-22.438	9999999	-25.305	78.615	0.864	49.603	9999999	32	32	1	834	" mtotal=850.32.  "	"04/18/16"	"14:49:23"	1460990863.03327	10000048.603	79.479	27.475	1025.71	10	769.345768562217	21.6807587454107	0	9999999	"04/18/16"	834.17	"500x Subm"	"20160409"	3.5	0	0.1	34.81692308
"459"	31	1	"04/18/16 15:01:39"	1460991599.0216	-22.459	9999999	-24.158	80.563	0.885	59.251	9999999	35	35	1	834	" mtotal=790.55. Pssim=834.0 Torr. "	"04/18/16"	"15:01:39"	1460991599.0216	10000058.251	81.448	29.774	1025.71	10	769.345768562217	21.6807587454107	0	9999999	"04/18/16"	774.27	"500x Subm"	"20160409"	5	0	0.1	34.81692308
"460"	32	1	"04/18/16 15:11:37"	1460992197.18547	-22.441	9999999	-26.002	80.274	0.882	61.036	9999999	35	35	1	834	" mtotal=790.55.  "	"04/18/16"	"15:11:37"	1460992197.18547	10000060.036	81.156	29.461	1025.71	10	769.345768562217	21.6807587454107	0	9999999	"04/18/16"	774.27	"500x Subm"	"20160409"	5	0	0.1	34.81692308
"462"	34	1	"04/18/16 15:33:26"	1460993505.72081	-22.512	9999999	-22.739	79.602	0.875	61.298	9999999	36	36	1	834	" mtotal=862.82. "	"04/18/16"	"15:33:26"	1460993505.72081	10000060.298	80.477	29.975	1025.71	10	769.345768562217	21.6807587454107	0	9999999	"04/18/16"	810.47	"500x Subm"	"20160409"	6.5	0	0.1	34.81692308
"463"	35	1	"04/18/16 15:43:21"	1460994100.89778	-22.48	9999999	-14.043	79.051	0.869	50.101	9999999	36	36	1	834	" mtotal=862.82. Pssim=833.9 Torr."	"04/18/16"	"15:43:21"	1460994100.89778	10000049.101	79.92	29.896	1025.71	10	769.345768562217	21.6807587454107	0	9999999	"04/18/16"	810.47	"500x Subm"	"20160409"	6.5	0	0.1	34.81692308
"478"	8	1	"04/19/16 08:28:12"	1461054392.3627	-51.92	-44.525	-7.976	1.049	0.011	1.068	0.012	10	10	10	834	" mtotal=695.33. Pssim=834.1 Torr. 25mL glass syringe."	"04/19/16"	"08:28:12"	1461054392.3627	1.08	1.06	280.239	1025.95	11	769.525783366065	2.16756869757349	3.15222986567094	-47.6772298656709	"04/19/16"	679.03	"0.1x"	"20160407"	6.5	0	0.1	34.695
"479"	9	1	"04/19/16 08:38:33"	1461055012.80085	-59.322	-44.099	-7.807	1.017	0.011	1.043	0.011	10	10	10	834	" mtotal=695.33."	"04/19/16"	"08:38:33"	1461055012.80085	1.054	1.028	279.623	1025.95	11	769.525783366065	2.16756869757349	3.2021854772557	-47.3011854772557	"04/19/16"	679.03	"0.1x"	"20160407"	6.5	0	0.1	34.695
"480"	10	1	"04/19/16 08:49:25"	1461055664.66896	-66.305	-45.161	-7.137	1.148	0.012	1.19	0.013	13	13	10	834	" mtotal=815.18. Pssim=834.1 Torr."	"04/19/16"	"08:49:25"	1461055664.66896	1.203	1.16	270.647	1025.95	11	769.525783366065	2.16756869757349	2.93112220416529	-48.0921222041653	"04/19/16"	799.06	"0.1x"	"20160407"	5	0	0.1	34.695
"481"	11	1	"04/19/16 08:59:24"	1461056264.16634	-67.657	-44.734	-7.399	1.133	0.012	1.183	0.013	13	13	10	834	" mtotal=815.18. "	"04/19/16"	"08:59:24"	1461056264.16634	1.196	1.145	271.747	1025.95	11	769.525783366065	2.16756869757349	2.9430855561667	-47.6770855561667	"04/19/16"	799.06	"0.1x"	"20160407"	5	0	0.1	34.695
"482"	12	1	"04/19/16 09:10:02"	1461056901.78618	-68.399	-44.882	-6.979	1.181	0.013	1.232	0.014	16	16	10	834	" mtotal=863.13. Pssim=834.1 Torr."	"04/19/16"	"09:10:02"	1461056901.78618	1.246	1.194	269.456	1025.95	11	769.525783366065	2.16756869757349	2.85912623825121	-47.7411262382512	"04/19/16"	846.95	"0.1x"	"20160407"	3.5	0	0.1	34.695
"483"	13	1	"04/19/16 09:19:56"	1461057495.32541	-67.211	-45.416	-7.418	1.176	0.013	1.224	0.013	16	16	10	834	" mtotal=863.13. "	"04/19/16"	"09:19:56"	1461057495.32541	1.237	1.189	269.726	1025.95	11	769.525783366065	2.16756869757349	2.87398735850878	-48.2899873585088	"04/19/16"	846.95	"0.1x"	"20160407"	3.5	0	0.1	34.695
"484"	14	1	"04/19/16 09:30:57"	1461058156.77663	-64.809	-45.555	-7.765	1.134	0.012	1.182	0.013	19	19	10	834	" mtotal=820.98. Pssim=834.1 Torr."	"04/19/16"	"09:30:57"	1461058156.77663	1.195	1.146	265.453	1025.95	11	769.525783366065	2.16756869757349	2.94480031996388	-48.4998003199639	"04/19/16"	804.88	"0.1x"	"20160407"	2	0	0.1	34.695
"485"	15	1	"04/19/16 09:40:55"	1461058755.01405	-69.826	-45.883	-7.734	1.127	0.012	1.182	0.013	19	19	10	834	" mtotal=820.98."	"04/19/16"	"09:40:55"	1461058755.01405	1.195	1.139	267.771	1025.95	11	769.525783366065	2.16756869757349	2.94480031996388	-48.8278003199639	"04/19/16"	804.88	"0.1x"	"20160407"	2	0	0.1	34.695
"486"	16	1	"04/19/16 09:51:23"	1461059383.39843	-72.266	-42.299	-7.74	0.891	0.01	0.944	0.01	22	22	10	834	" mtotal=850.97. Pssim=834.2 Torr."	"04/19/16"	"09:51:23"	1461059383.39843	0.954	0.901	264.491	1025.95	11	769.525783366065	2.16756869757349	3.40653779544439	-45.7055377954444	"04/19/16"	834.78	"0.1x"	"20160407"	1	0	0.1	34.695
"487"	17	1	"04/19/16 10:01:37"	1461059996.59682	-70.9	-44.703	-7.856	0.903	0.01	0.95	0.01	22	22	10	834	" mtotal=850.97."	"04/19/16"	"10:01:37"	1461059996.59682	0.96	0.913	268.72	1025.95	11	769.525783366065	2.16756869757349	3.39368508876652	-48.0966850887665	"04/19/16"	834.78	"0.1x"	"20160407"	1	0	0.1	34.695
"497"	27	1	"04/19/16 11:47:42"	1461066361.90289	-72.881	-74.752	-9.123	3.006	0.032	3.018	0.032	7	7	10	835	" mtotal=622.79. Pssim=834.5 Torr. maybe contaminated with high standard?"	"04/19/16"	"11:47:42"	1461066361.90289	3.05	3.038	343.334	1025.95	11	769.525783366065	2.17016770080799	0	-74.752	"04/19/16"	606.57	"0.1x EL"	"20160407"	1.5	0	0.1	36.0333
"498"	28	1	"04/19/16 11:58:26"	1461067005.57819	-77.889	-74.081	-9.203	1.48	0.016	1.497	0.016	7	7	5	834	" mtotal=622.79. with 25mL syringe."	"04/19/16"	"11:58:26"	1461067005.57819	1.513	1.496	175.149	1025.95	11	769.525783366065	4.33513739514698	2.46110640864725	-76.5421064086473	"04/19/16"	606.57	"0.1x EL"	"20160407"	1.5	0	0.1	36.0333
"499"	29	1	"04/19/16 12:08:23"	1461067602.93031	-76.072	-73.586	-9.285	1.444	0.015	1.462	0.015	7	7	5	834	" mtotal=622.79. with 25mL syringe."	"04/19/16"	"12:08:23"	1461067602.93031	1.477	1.459	171.82	1025.95	11	769.525783366065	4.33513739514698	2.51047334272405	-76.0964733427241	"04/19/16"	606.57	"0.1x EL"	"20160407"	1.5	0	0.1	36.0333
"500"	30	1	"04/19/16 12:18:41"	1461068221.30861	-78.334	-73.519	-8.61	1.427	0.015	1.442	0.015	7	7	5	834	" mtotal=622.79. with 25mL syringe."	"04/19/16"	"12:18:41"	1461068221.30861	1.457	1.442	172.828	1025.95	11	769.525783366065	4.33513739514698	2.53842196921321	-76.0574219692132	"04/19/16"	606.57	"0.1x EL"	"20160407"	1.5	0	0.1	36.0333
"501"	31	1	"04/19/16 12:30:24"	1461068924.27816	-42.052	-39.287	-8.144	3.921	0.043	3.951	0.043	26	26	5	834	" mtotal=872.42. Pssim=833.7 Torr. following injections with 25mL syringe because 10mL syringe got wet and cant be dried out quickly."	"04/19/16"	"12:30:24"	1461068924.27816	3.994	3.964	128.955	1025.95	11	769.525783366065	4.33513739514698	0	-39.287	"04/19/16"	856.2	"ambient"	"20160409"	1	0	0.11	34.81692308
"502"	32	1	"04/19/16 12:40:19"	1461069519.37053	-41.715	-39.357	-8.395	3.987	0.044	4.011	0.044	26	26	5	834	" mtotal=872.42. "	"04/19/16"	"12:40:19"	1461069519.37053	4.055	4.031	130.958	1025.95	11	769.525783366065	4.33513739514698	0	-39.357	"04/19/16"	856.2	"ambient"	"20160409"	1	0	0.11	34.81692308
"503"	33	1	"04/19/16 12:51:33"	1461070193.51494	-42.527	-38.544	-7.711	4.29	0.047	4.329	0.048	29	29	5	834	" mtotal=755.10. Pssim=834.2 Torr. back to 10mL syringe after drying with UHP N2."	"04/19/16"	"12:51:33"	1461070193.51494	4.377	4.337	158.911	1025.95	11	769.525783366065	4.33513739514698	0	-38.544	"04/19/16"	738.82	"ambient"	"20160409"	2	0	0.11	34.81692308
"504"	34	1	"04/19/16 13:02:14"	1461070832.98363	-43.256	-38.311	-7.491	3.455	0.038	3.495	0.038	29	29	4	834	" mtotal=755.10. accidentally 4mL ONLY"	"04/19/16"	"13:02:14"	1461070832.98363	3.533	3.493	130.573	1025.95	11	769.525783366065	5.41892174393372	0	-38.311	"04/19/16"	738.82	"ambient"	"20160409"	2	0	0.11	34.81692308
"505"	35	1	"04/19/16 13:13:02"	1461071481.84351	-41.713	-38.283	-8.281	4.445	0.049	4.482	0.049	33	33	5	834	" mtotal=729.12. "	"04/19/16"	"13:13:02"	1461071481.84351	4.531	4.494	156.457	1025.95	11	769.525783366065	4.33513739514698	0	-38.283	"04/19/16"	712.96	"ambient"	"20160409"	3.5	0	0.11	34.81692308
"506"	36	1	"04/19/16 13:25:56"	1461072255.28508	-40.676	-38.046	-8.461	4.27	0.047	4.297	0.047	33	33	5	834	" mtotal=729.12. Pssim=833.7 Torr. after drying syringe with UHP N2."	"04/19/16"	"13:25:56"	1461072255.28508	4.344	4.317	141.411	1025.95	11	769.525783366065	4.33513739514698	0	-38.046	"04/19/16"	712.96	"ambient"	"20160409"	3.5	0	0.11	34.81692308
"507"	37	1	"04/19/16 13:35:46"	1461072845.49262	-39.809	-38.34	-9.679	4.231	0.046	4.246	0.046	33	33	5	834	" mtotal=729.12."	"04/19/16"	"13:35:46"	1461072845.49262	4.292	4.277	140.509	1025.95	11	769.525783366065	4.33513739514698	0	-38.34	"04/19/16"	712.96	"ambient"	"20160409"	3.5	0	0.11	34.81692308
