"Run.Num"	"Sample.Bag"	"Date.Time"	"Timestamp"	"HR.Delta.iCH4.Mean"	"HP.Delta.iCH4.Mean"	"Delta.13CO2.Mean"	"HR.12CH4.Mean"	"HR.13CH4.Mean"	"HP.12CH4.Mean"	"HP.13CH4.Mean"	"bag.."	"sample.ID"	"vol.mL"	"Pssim"	"description"	"Date"	"Time"	"Timestamp.cor"	"HP.CH4.Mean"	"HR.CH4.Mean"	"XCO2.Mean"	"Patm.mbar"	"Date.ID"	"Patm.torr"	"SSIM.dil.factor"	"delta.HP.Delta.iCH4.Mean"	"HP.Delta.iCH4.Mean.corr"	"cali.date"	"m.water"	"treatment"	"sample.date"	"sample.depth"	"T.equil"	"V.hs.initial"	"sal"
"508"	38	1	"04/19/16 13:45:58"	1461073457.52175	-39.907	-39.491	-9.737	4.364	0.047	4.374	0.047	37	37	5	834	" mtotal=740.4. Pssim=834.2 "	"04/19/16"	"13:45:58"	1461073457.52175	4.421	4.411	156.864	1025.95	11	769.525783366065	4.33513739514698	0	-39.491	"04/19/16"	724.28	"ambient"	"20160409"	6.5	0	0.11	34.81692308
"509"	39	1	"04/19/16 13:56:12"	1461074072.94046	-40.27	-39.837	-9.566	4.34	0.047	4.346	0.047	37	37	5	834	" mtotal=740.4."	"04/19/16"	"13:56:12"	1461074072.94046	4.393	4.387	159.066	1025.95	11	769.525783366065	4.33513739514698	0	-39.837	"04/19/16"	724.28	"ambient"	"20160409"	6.5	0	0.11	34.81692308
"517"	47	1	"04/19/16 15:43:18"	1461080498.48258	-39.168	-40.36	-9.668	9.086	0.098	9.081	0.098	8	8	3	834	" mtotal=924.5. Pssim=834.1 "	"04/19/16"	"15:43:18"	1461080498.48258	9.179	9.184	110.881	1025.95	11	769.525783366065	7.22522899191163	0	-40.36	"04/19/16"	908.2	"50x EL"	"20160407"	1.5	0	0.15	36.0333
"518"	48	1	"04/19/16 15:53:08"	1461081088.9528	-39.691	-39.906	-8.267	8.927	0.097	8.938	0.097	8	8	3	834	" mtotal=924.5. "	"04/19/16"	"15:53:08"	1461081088.9528	9.035	9.024	135.95	1025.95	11	769.525783366065	7.22522899191163	0	-39.906	"04/19/16"	908.2	"50x EL"	"20160407"	1.5	0	0.15	36.0333
"519"	49	1	"04/19/16 16:06:14"	1461081874.32987	-37.771	-36.593	-5.257	8.458	0.093	8.488	0.093	11	11	3	834	" mtotal=820.85. Pssim=834.4 "	"04/19/16"	"16:06:14"	1461081874.32987	8.581	8.551	86.726	1025.95	11	769.525783366065	7.22522899191163	0	-36.593	"04/19/16"	804.73	"50x"	"20160407"	6.5	0	0.15	34.695
"520"	50	1	"04/19/16 16:16:51"	1461082510.18499	-37.971	-36.73	-5.779	8.484	0.094	8.52	0.094	11	11	3	834	" mtotal=820.85. "	"04/19/16"	"16:16:51"	1461082510.18499	8.614	8.578	88.916	1025.95	11	769.525783366065	7.22522899191163	0	-36.73	"04/19/16"	804.73	"50x"	"20160407"	6.5	0	0.15	34.695
"521"	51	1	"04/19/16 16:27:24"	1461083144.73945	-37.907	-36.47	-4.55	8.736	0.097	8.774	0.097	14	14	3	834	" mtotal=778.22. Pssim=834.3 "	"04/19/16"	"16:27:24"	1461083144.73945	8.871	8.833	85.453	1025.95	11	769.525783366065	7.22522899191163	0	-36.47	"04/19/16"	762.1	"50x"	"20160407"	5	0	0.15	34.695
"522"	52	1	"04/19/16 16:39:59"	1461083898.49031	-38.035	-36.594	-6.067	8.739	0.097	8.774	0.097	14	14	3	834	" mtotal=778.22."	"04/19/16"	"16:39:59"	1461083898.49031	8.871	8.836	87.477	1025.95	11	769.525783366065	7.22522899191163	0	-36.594	"04/19/16"	762.1	"50x"	"20160407"	5	0	0.15	34.695
"523"	53	1	"04/19/16 16:50:07"	1461084507.08288	-37.642	-36.465	-6.487	8.469	0.093	8.497	0.093	17	17	3	834	" mtotal=892.68. Pssim=834.2 "	"04/19/16"	"16:50:07"	1461084507.08288	8.59	8.562	93.364	1025.95	11	769.525783366065	7.22522899191163	0	-36.465	"04/19/16"	876.49	"50x"	"20160407"	3.5	0	0.15	34.695
"524"	54	1	"04/19/16 17:01:31"	1461085191.33518	-38.015	-36.577	-7.203	8.154	0.09	8.186	0.09	17	17	3	834	" mtotal=892.68."	"04/19/16"	"17:01:31"	1461085191.33518	8.276	8.244	90.506	1025.95	11	769.525783366065	7.22522899191163	0	-36.577	"04/19/16"	876.49	"50x"	"20160407"	3.5	0	0.15	34.695
"525"	55	1	"04/19/16 17:11:53"	1461085811.86494	-37.418	-36.726	-9.88	8.344	0.092	8.367	0.092	17	17	3	834	" mtotal=892.68."	"04/19/16"	"17:11:53"	1461085811.86494	8.459	8.436	102.592	1025.95	11	769.525783366065	7.22522899191163	0	-36.726	"04/19/16"	876.49	"50x"	"20160407"	3.5	0	0.15	34.695
"526"	56	1	"04/19/16 17:22:25"	1461086443.70312	-36.909	-36.526	-9.161	7.844	0.086	7.86	0.086	20	20	3	834	" mtotal=830.48. Pssim=834.2 "	"04/19/16"	"17:22:25"	1461086443.70312	7.946	7.93	100.423	1025.95	11	769.525783366065	7.22522899191163	0	-36.526	"04/19/16"	814.22	"50x"	"20160407"	2	0	0.15	34.695
"527"	57	1	"04/19/16 17:32:25"	1461087044.71099	-37.071	-36.668	-9.913	7.856	0.086	7.867	0.086	20	20	3	834	" mtotal=830.48"	"04/19/16"	"17:32:25"	1461087044.71099	7.953	7.942	98.863	1025.95	11	769.525783366065	7.22522899191163	0	-36.668	"04/19/16"	814.22	"50x"	"20160407"	2	0	0.15	34.695
"549"	15	1	"04/20/16 09:48:54"	1461145633.46617	-22.481	9999999	-19.973	79.001	0.868	62.445	9999999	27	27	1	835	" mtotal=755.23. Pssim=835.1 Torr. 1mL glass syringe."	"04/20/16"	"09:48:54"	1461145633.46617	10000061.445	79.869	25.596	1027.94	12	771.018406114638	21.6596645003012	0	9999999	"04/20/16"	738.98	"500x Peri"	"20160409"	1	0	0.1	34.81692308
"550"	16	1	"04/20/16 09:58:50"	1461146228.68819	-22.385	9999999	-19.428	80.228	0.882	51.969	9999999	27	27	1	835	" mtotal=755.23."	"04/20/16"	"09:58:50"	1461146228.68819	10000050.969	81.11	26.31	1027.94	12	771.018406114638	21.6596645003012	0	9999999	"04/20/16"	738.98	"500x Peri"	"20160409"	1	0	0.1	34.81692308
"551"	17	1	"04/20/16 10:08:38"	1461146817.53795	-22.375	9999999	-19.403	88.492	0.973	71.202	9999999	30	30	1	835	" mtotal=494.79. Pssim=835.0 Torr."	"04/20/16"	"10:08:38"	1461146817.53795	10000070.202	89.465	27.582	1027.94	12	771.018406114638	21.6596645003012	0	9999999	"04/20/16"	478.57	"500x Peri"	"20160409"	2	0	0.1	34.81692308
"552"	18	1	"04/20/16 10:18:49"	1461147429.22913	-22.542	9999999	-0.063	87.671	0.965	64.9	9999999	30	30	1	835	" mtotal=494.79."	"04/20/16"	"10:18:49"	1461147429.22913	10000063.9	88.636	26.647	1027.94	12	771.018406114638	21.6596645003012	0	9999999	"04/20/16"	478.57	"500x Peri"	"20160409"	2	0	0.1	34.81692308
"553"	19	1	"04/20/16 10:28:35"	1461148014.53582	-22.344	9999999	-4.715	74.149	0.816	53.38	9999999	34	34	1	835	" mtotal=477.33. Pssim=834.8 Torr."	"04/20/16"	"10:28:35"	1461148014.53582	10000052.38	74.965	26.485	1027.94	12	771.018406114638	21.6596645003012	0	9999999	"04/20/16"	461.22	"500x Peri"	"20160409"	3.5	0	0.1	34.81692308
"554"	20	1	"04/20/16 10:38:33"	1461148612.83026	-22.34	9999999	-8.514	73.897	0.813	55.275	9999999	34	34	1	835	" mtotal=477.33. "	"04/20/16"	"10:38:33"	1461148612.83026	10000054.275	74.71	26.557	1027.94	12	771.018406114638	21.6596645003012	0	9999999	"04/20/16"	461.22	"500x Peri"	"20160409"	3.5	0	0.1	34.81692308
"555"	21	1	"04/20/16 10:48:37"	1461149216.85245	-22.378	9999999	-5.809	80.419	0.885	57.325	9999999	38	38	1	835	" mtotal=762.58. Pssim=835.2 Torr."	"04/20/16"	"10:48:37"	1461149216.85245	10000056.325	81.304	31.469	1027.94	12	771.018406114638	21.6596645003012	0	9999999	"04/20/16"	746.51	"500x Peri"	"20160409"	6.5	0	0.1	34.81692308
"556"	22	1	"04/20/16 10:59:14"	1461149853.95792	-22.413	9999999	8.118	80.093	0.884	58.087	9999999	38	38	1	835	" mtotal=762.58."	"04/20/16"	"10:59:14"	1461149853.95792	10000057.087	80.977	30.499	1027.94	12	771.018406114638	21.6596645003012	0	9999999	"04/20/16"	746.51	"500x Peri"	"20160409"	6.5	0	0.1	34.81692308
"557"	23	1	"04/20/16 11:10:25"	1461150524.50843	-22.433	9999999	-0.412	72.363	0.798	54.226	9999999	25	25	1	835	" mtotal=1020.11. Pssim=835.2 Torr."	"04/20/16"	"11:10:25"	1461150524.50843	10000053.226	73.161	25.71	1027.94	12	771.018406114638	21.6596645003012	0	9999999	"04/20/16"	1003.79	"500x Subm"	"20160409"	1	0	0.1	34.81692308
"558"	24	1	"04/20/16 11:20:54"	1461151153.87498	-22.409	9999999	-2.634	72.501	0.799	59.588	9999999	25	25	1	835	" mtotal=1020.11."	"04/20/16"	"11:20:54"	1461151153.87498	10000058.588	73.3	25.797	1027.94	12	771.018406114638	21.6596645003012	0	9999999	"04/20/16"	1003.79	"500x Subm"	"20160409"	1	0	0.1	34.81692308
"559"	25	1	"04/20/16 11:30:53"	1461151753.19806	-22.329	9999999	-6.326	75.006	0.826	54.218	9999999	28	28	1	835	" mtotal=928.88. Pssim=835.2 Torr."	"04/20/16"	"11:30:53"	1461151753.19806	10000053.218	75.832	27.517	1027.94	12	771.018406114638	21.6596645003012	0	9999999	"04/20/16"	912.59	"500x Subm"	"20160409"	2	0	0.1	34.81692308
"560"	26	1	"04/20/16 11:40:54"	1461152353.32829	-22.485	9999999	13.44	75.568	0.835	55.502	9999999	28	28	1	835	" mtotal=928.88."	"04/20/16"	"11:40:54"	1461152353.32829	10000054.502	76.403	27.153	1027.94	12	771.018406114638	21.6596645003012	0	9999999	"04/20/16"	912.59	"500x Subm"	"20160409"	2	0	0.1	34.81692308
"561"	27	1	"04/20/16 11:50:49"	1461152949.60009	-22.357	9999999	0.502	78.086	0.862	63.436	9999999	32	32	1	835	" mtotal=850.32."	"04/20/16"	"11:50:49"	1461152949.60009	10000062.436	78.948	26.295	1027.94	12	771.018406114638	21.6596645003012	0	9999999	"04/20/16"	834.17	"500x Subm"	"20160409"	3.5	0	0.1	34.81692308
"562"	28	1	"04/20/16 12:00:42"	1461153542.30976	-22.304	9999999	-6.166	78.883	0.87	60.528	9999999	32	32	1	835	" mtotal=850.32. Pssim=835.2 Torr."	"04/20/16"	"12:00:42"	1461153542.30976	10000059.528	79.753	26.723	1027.94	12	771.018406114638	21.6596645003012	0	9999999	"04/20/16"	834.17	"500x Subm"	"20160409"	3.5	0	0.1	34.81692308
"563"	29	1	"04/20/16 12:10:40"	1461154139.79925	-22.382	9999999	-10.674	79.267	0.873	65.157	9999999	35	35	1	835	" mtotal=790.55. Pssim=835.2 Torr."	"04/20/16"	"12:10:40"	1461154139.79925	10000064.157	80.14	29.031	1027.94	12	771.018406114638	21.6596645003012	0	9999999	"04/20/16"	774.27	"500x Subm"	"20160409"	5	0	0.1	34.81692308
"564"	30	1	"04/20/16 12:21:08"	1461154768.35695	-22.343	9999999	-8.296	80.166	0.883	64.075	9999999	35	35	1	835	" mtotal=790.55."	"04/20/16"	"12:21:08"	1461154768.35695	10000063.075	81.049	30.675	1027.94	12	771.018406114638	21.6596645003012	0	9999999	"04/20/16"	774.27	"500x Subm"	"20160409"	5	0	0.1	34.81692308
"565"	31	1	"04/20/16 12:32:43"	1461155463.11677	-22.434	9999999	-2.579	79.165	0.873	61.809	9999999	36	36	1	835	" mtotal=862.82. Pssim=835.2 Torr."	"04/20/16"	"12:32:43"	1461155463.11677	10000060.809	80.038	31.38	1027.94	12	771.018406114638	21.6596645003012	0	9999999	"04/20/16"	810.47	"500x Subm"	"20160409"	6.5	0	0.1	34.81692308
"566"	32	1	"04/20/16 12:43:45"	1461156124.11586	-22.474	9999999	7.115	79.475	0.878	55.86	9999999	36	36	1	835	" mtotal=862.82."	"04/20/16"	"12:43:45"	1461156124.11586	10000054.86	80.353	31.012	1027.94	12	771.018406114638	21.6596645003012	0	9999999	"04/20/16"	810.47	"500x Subm"	"20160409"	6.5	0	0.1	34.81692308
"567"	33	1	"04/20/16 12:56:34"	1461156894.45308	-22.634	9999999	403.214	81.533	0.899	66.336	9999999	39	44	1	835	" mtotal=652.45. Pssim=835.3 Torr. NaOH killed."	"04/20/16"	"12:56:34"	1461156894.45308	10000065.336	82.432	1.234	1027.94	12	771.018406114638	21.6596645003012	0	9999999	"04/20/16"	636.18	"500x Peri"	"20160409"	6.5	0	0.1	34.81692308
"568"	34	1	"04/20/16 13:07:53"	1461157573.95528	-22.611	9999999	415.094	81.143	0.894	59.744	9999999	39	44	1	835	" mtotal=652.45. NaOH killed."	"04/20/16"	"13:07:53"	1461157573.95528	10000058.744	82.037	0.957	1027.94	12	771.018406114638	21.6596645003012	0	9999999	"04/20/16"	636.18	"500x Peri"	"20160409"	6.5	0	0.1	34.81692308
"585"	51	1	"04/20/16 16:24:04"	1461169343.72264	-38.702	-39.688	-11.067	9.156	0.099	9.149	0.099	8	8	3	834	" mtotal=924.5. Pssim=834.3. "	"04/20/16"	"16:24:04"	1461169343.72264	9.248	9.255	121.075	1027.94	12	771.018406114638	7.21124159411224	0	-39.688	"04/20/16"	908.2	"50x EL"	"20160407"	1.5	0	0.15	36.0333
"586"	52	1	"04/20/16 16:34:39"	1461169979.52481	-38.549	-39.639	-10.226	9.077	0.098	9.071	0.098	8	8	3	834	" mtotal=924.5. "	"04/20/16"	"16:34:39"	1461169979.52481	9.169	9.175	120.922	1027.94	12	771.018406114638	7.21124159411224	0	-39.639	"04/20/16"	908.2	"50x EL"	"20160407"	1.5	0	0.15	36.0333
"587"	53	1	"04/20/16 16:46:19"	1461170677.94804	-38.52	-39.937	-10.331	9.125	0.099	9.121	0.098	8	8	3	834	" mtotal=924.5. "	"04/20/16"	"16:46:19"	1461170677.94804	9.219	9.224	121.701	1027.94	12	771.018406114638	7.21124159411224	0	-39.937	"04/20/16"	908.2	"50x EL"	"20160407"	1.5	0	0.15	36.0333
"588"	54	1	"04/20/16 16:56:15"	1461171275.79549	-35.959	-36.784	-10.716	8.757	0.095	8.751	0.095	11	11	3	834	" mtotal=820.85."	"04/20/16"	"16:56:15"	1461171275.79549	8.846	8.852	98.617	1027.94	12	771.018406114638	7.21124159411224	0	-36.784	"04/20/16"	804.73	"50x"	"20160407"	6.5	0	0.15	34.695
"589"	55	1	"04/20/16 17:06:10"	1461171869.48852	-35.926	-36.698	-9.702	8.77	0.095	8.764	0.095	11	11	3	835	" mtotal=820.85. Pssim=834.8."	"04/20/16"	"17:06:10"	1461171869.48852	8.859	8.865	99.12	1027.94	12	771.018406114638	7.21988816676705	0	-36.698	"04/20/16"	804.73	"50x"	"20160407"	6.5	0	0.15	34.695
"590"	56	1	"04/20/16 17:17:12"	1461172530.73521	-35.95	-36.75	-10.17	9.118	0.099	9.111	0.099	14	14	3	835	" mtotal=778.22. Pssim=834.6 "	"04/20/16"	"17:17:12"	1461172530.73521	9.21	9.217	99.416	1027.94	12	771.018406114638	7.21988816676705	0	-36.75	"04/20/16"	762.1	"50x"	"20160407"	5	0	0.15	34.695
"591"	57	1	"04/20/16 17:27:39"	1461173158.59423	-35.907	-36.804	-10.263	9.177	0.099	9.171	0.099	14	14	3	835	" mtotal=778.22. "	"04/20/16"	"17:27:39"	1461173158.59423	9.27	9.276	98.396	1027.94	12	771.018406114638	7.21988816676705	0	-36.804	"04/20/16"	762.1	"50x"	"20160407"	5	0	0.15	34.695
"592"	58	1	"04/20/16 17:38:57"	1461173837.01748	-35.679	-36.577	-10.302	8.463	0.092	8.458	0.092	17	17	3	835	" mtotal=892.68. Pssim=834.8 "	"04/20/16"	"17:38:57"	1461173837.01748	8.55	8.555	97.62	1027.94	12	771.018406114638	7.21988816676705	0	-36.577	"04/20/16"	876.49	"50x"	"20160407"	3.5	0	0.15	34.695
"593"	59	1	"04/20/16 17:49:27"	1461174467.03715	-35.917	-36.576	-9.998	8.547	0.093	8.539	0.092	17	17	3	835	" mtotal=892.68."	"04/20/16"	"17:49:27"	1461174467.03715	8.631	8.64	97.893	1027.94	12	771.018406114638	7.21988816676705	0	-36.576	"04/20/16"	876.49	"50x"	"20160407"	3.5	0	0.15	34.695
"594"	60	1	"04/20/16 18:02:17"	1461175238.0961	-35.72	-36.552	-9.733	8.076	0.088	8.071	0.087	20	20	3	835	" mtotal=830.48. Pssim=834.6 "	"04/20/16"	"18:02:17"	1461175238.0961	8.158	8.164	97.494	1027.94	12	771.018406114638	7.21988816676705	0	-36.552	"04/20/16"	814.22	"50x"	"20160407"	2	0	0.15	34.695
"595"	61	1	"04/20/16 18:12:27"	1461175846.71314	-36.779	-36.609	-6.907	8.12	0.088	8.114	0.088	20	20	3	835	" mtotal=830.48."	"04/20/16"	"18:12:27"	1461175846.71314	8.202	8.208	97.218	1027.94	12	771.018406114638	7.21988816676705	0	-36.609	"04/20/16"	814.22	"50x"	"20160407"	2	0	0.15	34.695
"600"	66	1	"04/20/16 19:09:43"	1461179282.27711	-37.269	-36.361	-3.391	8.692	0.095	8.687	0.094	23	23	3	835	" mtotal=871.68. "	"04/20/16"	"19:09:43"	1461179282.27711	8.781	8.787	99.056	1027.94	12	771.018406114638	7.21988816676705	0	-36.361	"04/20/16"	855.56	"50x"	"20160407"	1	0	0.15	34.695
"601"	67	1	"04/20/16 19:20:43"	1461179941.70111	-38.447	-36.162	2.046	8.741	0.096	8.741	0.096	23	23	3	835	" mtotal=871.68. "	"04/20/16"	"19:20:43"	1461179941.70111	8.837	8.837	98.619	1027.94	12	771.018406114638	7.21988816676705	0	-36.162	"04/20/16"	855.56	"50x"	"20160407"	1	0	0.15	34.695
"629"	8	1	"05/20/16 13:03:26"	1463763710.65804	-29.723	-28.871	-8.632	6.375	0.07	6.366	0.07	8	8	3	845	" mtotal=924.5. mtotal May=925.88. Pssim=845Torr."	"05/20/16"	"13:03:26"	1463763710.65804	6.436	6.445	215.005	1021.21	14	765.970490990067	7.35450438312823	0	-28.871	"05/20/16"	908.2	"50x EL"	"20160407"	1.5	1	0.15	36.0333
"630"	9	1	"05/20/16 13:14:10"	1463764354.42937	-29.93	-29.289	-9.386	6.572	0.072	6.565	0.072	8	8	3	845	" mtotal=924.5. mtotal May=925.88 with tape. tape approx 0.8g Pssim=845Torr."	"05/20/16"	"13:14:10"	1463764354.42937	6.637	6.644	217.398	1021.21	14	765.970490990067	7.35450438312823	0	-29.289	"05/20/16"	908.2	"50x EL"	"20160407"	1.5	1	0.15	36.0333
"631"	10	1	"05/20/16 13:26:21"	1463765084.34346	-29.331	-27.123	-8.127	6.115	0.067	6.115	0.067	11	11	3	845	" mtotal=820.85. mtotal May=823.17. Pssim=845Torr."	"05/20/16"	"13:26:21"	1463765084.34346	6.182	6.182	183.066	1021.21	14	765.970490990067	7.35450438312823	0	-27.123	"05/20/16"	804.73	"50x"	"20160407"	6.5	1	0.15	34.695
"632"	11	1	"05/20/16 13:37:58"	1463765782.21237	-34.291	-27.889	-4.403	6.092	0.067	6.09	0.067	11	11	3	845	" mtotal=820.85. mtotal May=823.17. Pssim=845Torr."	"05/20/16"	"13:37:58"	1463765782.21237	6.157	6.159	284.218	1021.21	14	765.970490990067	7.35450438312823	0	-27.889	"05/20/16"	804.73	"50x"	"20160407"	6.5	1	0.15	34.695
"633"	12	1	"05/20/16 13:48:55"	1463766439.64185	-30.38	-27.057	-6.97	6.592	0.073	6.597	0.073	14	14	3	844	" mtotal=778.22. mtotal May=781.17. Pssim=844Torr."	"05/20/16"	"13:48:55"	1463766439.64185	6.67	6.665	180.517	1021.21	14	765.970490990067	7.34580082764524	0	-27.057	"05/20/16"	762.1	"50x"	"20160407"	5	1	0.15	34.695
"634"	13	1	"05/20/16 14:00:29"	1463767133.38123	-30.363	-27.21	-7.247	5.957	0.066	5.963	0.066	14	14	3	844	" mtotal=778.22. mtotal May=781.17. Pssim=844Torr."	"05/20/16"	"14:00:29"	1463767133.38123	6.029	6.023	177.321	1021.21	14	765.970490990067	7.34580082764524	0	-27.21	"05/20/16"	762.1	"50x"	"20160407"	5	1	0.15	34.695
"635"	14	1	"05/20/16 14:11:39"	1463767803.31827	-31.316	-27.36	-6.552	5.817	0.064	5.822	0.064	17	17	3	843	" mtotal=892.68. mtotal May=894.31. Pssim=843Torr."	"05/20/16"	"14:11:39"	1463767803.31827	5.886	5.881	174.214	1021.21	14	765.970490990067	7.33709727216225	0	-27.36	"05/20/16"	876.49	"50x"	"20160407"	3.5	1	0.15	34.695
"636"	15	1	"05/20/16 14:22:02"	1463768426.99079	-31.788	-27.02	-5.601	5.556	0.061	5.561	0.061	17	17	3	842	" mtotal=892.68. mtotal May=894.31. Pssim=842Torr."	"05/20/16"	"14:22:02"	1463768426.99079	5.622	5.617	166.976	1021.21	14	765.970490990067	7.32839371667926	0	-27.02	"05/20/16"	876.49	"50x"	"20160407"	3.5	1	0.15	34.695
"637"	16	1	"05/20/16 14:33:07"	1463769091.74683	-33.329	-28.903	-5.547	5.877	0.065	5.88	0.065	20	20	3	843	" mtotal=830.48. mtotal May=833.10. Pssim=843Torr."	"05/20/16"	"14:33:07"	1463769091.74683	5.945	5.942	170.062	1021.21	14	765.970490990067	7.33709727216225	0	-28.903	"05/20/16"	814.22	"50x"	"20160407"	2	1	0.15	34.695
"638"	17	1	"05/20/16 14:43:21"	1463769706.20105	-34.778	-28.562	-4.177	5.916	0.065	5.925	0.066	20	20	3	842	" mtotal=830.48. mtotal May=833.10. Pssim=842Torr."	"05/20/16"	"14:43:21"	1463769706.20105	5.991	5.981	185.732	1021.21	14	765.970490990067	7.32839371667926	0	-28.562	"05/20/16"	814.22	"50x"	"20160407"	2	1	0.15	34.695
"639"	18	1	"05/20/16 14:56:06"	1463770470.32455	-34.061	-26.358	0.057	5.871	0.065	5.885	0.066	23	23	3	842	" mtotal=871.86. mtotal May=874.40. Pssim=842Torr."	"05/20/16"	"14:56:06"	1463770470.32455	5.951	5.936	142.786	1021.21	14	765.970490990067	7.32839371667926	0	-26.358	"05/20/16"	855.56	"50x"	"20160407"	1	1	0.15	34.695
"640"	19	1	"05/20/16 15:06:47"	1463771112.2531	-33.917	-26.656	-0.668	5.833	0.065	5.852	0.065	23	23	3	842	" mtotal=871.86. mtotal May=874.40. Pssim=842Torr."	"05/20/16"	"15:06:47"	1463771112.2531	5.917	5.898	141.741	1021.21	14	765.970490990067	7.32839371667926	0	-26.656	"05/20/16"	855.56	"50x"	"20160407"	1	1	0.15	34.695
"652"	31	1	"05/20/16 17:17:38"	1463778963.05842	-2.04	1.874	-15.11	6.238	0.07	6.233	0.07	38	38	1	839	" mtotal=762.58. mtotal May=764.48. Pssim=839 Torr."	"05/20/16"	"17:17:38"	1463778963.05842	6.303	6.308	48.91	1021.21	14	765.970490990067	21.9068491506908	0	1.874	"05/20/16"	746.51	"500x Peri"	"20160409"	6.5	1	0.1	34.81692308
"653"	32	1	"05/20/16 17:27:50"	1463779574.86439	-1.824	1.942	-16.955	6.08	0.068	6.076	0.068	38	38	1	838	" mtotal=762.58. mtotal May=764.48. Pssim=838 Torr."	"05/20/16"	"17:27:50"	1463779574.86439	6.144	6.148	49.6	1021.21	14	765.970490990067	21.8807384842419	0	1.942	"05/20/16"	746.51	"500x Peri"	"20160409"	6.5	1	0.1	34.81692308
"654"	33	1	"05/20/16 17:38:31"	1463780215.25167	-2.735	0.849	-17.848	11.526	0.129	11.517	0.13	30	30	1	839	" mtotal=494.79. mtotal May=498.30.  Pssim=839 Torr."	"05/20/16"	"17:38:31"	1463780215.25167	11.647	11.655	47.219	1021.21	14	765.970490990067	21.9068491506908	0	0.849	"05/20/16"	478.57	"500x Peri"	"20160409"	2	1	0.1	34.81692308
"655"	34	1	"05/20/16 17:48:38"	1463780822.42037	-2.827	0.558	-17.269	11.417	0.128	11.409	0.128	30	30	1	839	" mtotal=494.79. mtotal May=498.30.  Pssim=839 Torr."	"05/20/16"	"17:48:38"	1463780822.42037	11.537	11.545	47.36	1021.21	14	765.970490990067	21.9068491506908	0	0.558	"05/20/16"	478.57	"500x Peri"	"20160409"	2	1	0.1	34.81692308
"657"	36	1	"05/20/16 18:13:31"	1463782315.81392	-22.846	9999999	52.518	82.533	0.92	56.864	9999999	39	44	1	840	" mtotal=652.45. Pssim=840 Torr. NaOH killed."	"05/20/16"	"18:13:31"	1463782315.81392	10000055.864	83.453	13.608	1021.21	14	765.970490990067	21.9329598171398	0	9999999	"05/20/16"	636.18	"500x Peri"	"20160409"	6.5	1	0.1	34.81692308
"658"	37	1	"05/20/16 18:23:51"	1463782935.92498	-22.967	9999999	84.26	79.355	0.886	65.609	9999999	39	44	1	840	" mtotal=652.45. Pssim=840 Torr. NaOH killed."	"05/20/16"	"18:23:51"	1463782935.92498	10000064.609	80.241	11.61	1021.21	14	765.970490990067	21.9329598171398	0	9999999	"05/20/16"	636.18	"500x Peri"	"20160409"	6.5	1	0.1	34.81692308
"672"	9	1	"05/25/16 09:31:47"	1464183010.90806	-27.969	-25.714	-9.485	5.422	0.06	5.428	0.06	8	8	3	841	" mtotal=924.50. Pssim=841Torr."	"05/25/16"	"09:31:47"	1464183010.90806	5.488	5.482	179.456	1004.48	16	753.421959038496	7.44160241071524	0	-25.714	"05/25/16"	908.2	"50x EL"	"20160407"	1.5	1	0.15	36.0333
"673"	10	1	"05/25/16 09:42:22"	1464183646.55206	-28.696	-25.498	-8.8	5.456	0.06	5.466	0.06	8	8	3	841	" mtotal=924.50. Pssim=841Torr."	"05/25/16"	"09:42:22"	1464183646.55206	5.526	5.516	182.332	1004.48	16	753.421959038496	7.44160241071524	0	-25.498	"05/25/16"	908.2	"50x EL"	"20160407"	1.5	1	0.15	36.0333
"674"	11	1	"05/25/16 10:29:13"	1464186457.90848	-27.925	-23.595	-7.838	5.427	0.06	5.44	0.06	11	11	3	841	" mtotal=820.85. Pssim=841Torr. Vacuum 2.4 Torr."	"05/25/16"	"10:29:13"	1464186457.90848	5.5	5.487	168.07	1004.48	16	753.421959038496	7.44160241071524	0	-23.595	"05/25/16"	804.73	"50x"	"20160407"	6.5	1	0.15	34.695
"675"	12	1	"05/25/16 10:39:33"	1464187076.99901	-28.018	-23.799	-7.885	5.475	0.061	5.493	0.061	11	11	3	840	" mtotal=820.85. Pssim=840Torr."	"05/25/16"	"10:39:33"	1464187076.99901	5.554	5.536	162.839	1004.48	16	753.421959038496	7.43275389417455	0	-23.799	"05/25/16"	804.73	"50x"	"20160407"	6.5	1	0.15	34.695
"676"	13	1	"05/25/16 10:50:03"	1464187707.21323	-28.25	-24.026	-7.627	5.58	0.062	5.598	0.062	14	14	3	840	" mtotal=778.22. "	"05/25/16"	"10:50:03"	1464187707.21323	5.66	5.642	155.24	1004.48	16	753.421959038496	7.43275389417455	0	-24.026	"05/25/16"	762.1	"50x"	"20160407"	5	1	0.15	34.695
"677"	14	1	"05/25/16 11:00:01"	1464188305.17225	-27.657	-23.833	-7.444	5.893	0.065	5.914	0.066	14	14	3	839	" mtotal=778.22. Pssim=839Torr."	"05/25/16"	"11:00:01"	1464188305.17225	5.98	5.958	161.613	1004.48	16	753.421959038496	7.42390537763387	0	-23.833	"05/25/16"	762.1	"50x"	"20160407"	5	1	0.15	34.695
